framerate,frame,time (s),x (pixel),y (pixel,freq (Hz),theta (deg),u1 (Hz),u2 (rad),field (mT),volt multipler,correction factor,target x,target y,k,h,gamma,kP,KI,KD,kPa,KIa,KDa,v_ref (um/s),v_m (um/s),a_ref,a_m,static (V)
0.000,3.000,Inf,330.534,258.650,0.000,270.000,0.001,2.991,7.785,18.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,2.991,2.991,5.000
0.000,4.000,Inf,330.687,258.541,0.000,270.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
0.000,5.000,Inf,330.843,258.330,0.000,270.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
0.000,6.000,Inf,330.567,258.284,0.000,270.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
0.000,7.000,Inf,331.077,258.209,0.000,270.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
0.000,8.000,Inf,331.231,257.985,0.000,270.000,0.001,0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,0.000,0.000,-0.000,5.000
0.000,9.000,Inf,331.352,257.887,0.000,270.000,0.001,0.211,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,149.597,0.211,0.211,5.000
0.000,10.000,Inf,331.641,257.837,0.000,270.000,0.001,0.211,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,149.597,0.211,0.211,5.000
0.000,12.000,Inf,332.133,258.183,0.000,270.000,0.001,0.211,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,149.597,0.211,0.211,5.000
0.000,13.000,Inf,332.255,258.052,0.000,270.000,0.001,0.211,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,149.597,0.211,0.211,5.000
0.000,14.000,Inf,332.402,258.164,0.000,270.000,0.001,0.211,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,149.597,0.211,0.211,5.000
0.000,15.000,Inf,332.389,258.158,0.000,270.000,0.001,0.012,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.403,0.012,0.012,5.000
0.000,16.000,Inf,332.600,258.195,0.000,270.000,0.001,0.012,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.403,0.012,0.012,5.000
0.000,17.000,Inf,333.066,258.071,0.000,270.000,0.001,0.012,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.403,0.012,0.012,5.000
0.000,18.000,Inf,333.253,257.818,0.000,270.000,0.001,0.012,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.403,0.012,0.012,5.000
0.000,19.000,Inf,333.376,257.786,0.000,270.000,0.001,0.012,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.403,0.012,0.012,5.000
0.000,20.000,Inf,333.358,257.574,0.000,270.000,0.001,0.012,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.403,0.012,0.012,5.000
0.000,21.000,Inf,333.604,257.445,0.000,0.000,0.001,0.013,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.061,0.013,0.013,5.000
0.000,22.000,Inf,333.892,257.442,0.000,0.000,0.001,0.013,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.061,0.013,0.013,5.000
0.000,23.000,Inf,333.650,257.367,0.000,0.000,0.001,0.013,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.061,0.013,0.013,5.000
0.000,24.000,Inf,333.806,256.871,0.000,0.000,0.001,0.013,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.061,0.013,0.013,5.000
0.000,25.000,Inf,334.023,257.268,0.000,0.000,0.001,0.013,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.061,0.013,0.013,5.000
0.000,26.000,Inf,334.174,256.974,0.000,0.000,0.001,0.013,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.061,0.013,0.013,5.000
0.000,27.000,Inf,334.674,256.423,0.000,0.000,0.001,0.011,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.964,0.011,0.011,5.000
0.000,28.000,Inf,335.112,256.562,0.000,0.000,0.001,0.011,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.964,0.011,0.011,5.000
0.000,29.000,Inf,334.844,256.580,0.000,0.000,0.001,0.011,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.964,0.011,0.011,5.000
0.000,30.000,Inf,335.146,256.351,0.000,0.000,0.001,0.011,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.964,0.011,0.011,5.000
0.000,31.000,Inf,335.422,256.426,0.000,0.000,0.001,0.011,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.964,0.011,0.011,5.000
0.000,32.000,Inf,335.547,256.309,0.000,0.000,0.001,0.011,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.964,0.011,0.011,5.000
0.000,33.000,Inf,335.783,256.361,0.000,0.000,0.001,0.022,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.668,0.022,0.022,5.000
30.010,34.000,1.133,336.060,256.303,0.000,0.000,0.001,0.022,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.668,0.022,0.022,5.000
30.010,35.000,1.166,336.187,256.444,0.000,0.000,0.001,0.022,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.668,0.022,0.022,5.000
30.010,36.000,1.200,336.366,256.330,0.000,0.000,0.001,0.022,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.668,0.022,0.022,5.000
30.010,37.000,1.233,336.247,256.585,0.000,0.000,0.001,0.022,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.668,0.022,0.022,5.000
30.010,38.000,1.266,336.360,256.368,0.000,0.000,0.001,0.022,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.668,0.022,0.022,5.000
30.010,39.000,1.300,336.617,256.391,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.065,0.005,0.005,5.000
30.010,40.000,1.333,337.026,256.384,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.065,0.005,0.005,5.000
30.010,41.000,1.366,337.353,256.374,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.065,0.005,0.005,5.000
30.010,42.000,1.400,337.517,256.041,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.065,0.005,0.005,5.000
30.010,43.000,1.433,337.788,256.023,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.065,0.005,0.005,5.000
30.010,44.000,1.466,337.701,255.742,0.000,0.000,0.001,0.005,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.065,0.005,0.005,5.000
30.010,45.000,1.500,338.081,255.632,0.000,0.000,0.001,0.020,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.749,0.020,0.020,5.000
30.010,46.000,1.533,338.207,255.627,0.000,0.000,0.001,0.020,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.749,0.020,0.020,5.000
30.010,47.000,1.566,338.180,255.669,0.000,0.000,0.001,0.020,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.749,0.020,0.020,5.000
30.010,48.000,1.599,338.192,255.771,0.000,0.000,0.001,0.020,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.749,0.020,0.020,5.000
30.010,49.000,1.633,338.294,255.677,0.000,0.000,0.001,0.020,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.749,0.020,0.020,5.000
30.010,50.000,1.666,338.326,255.529,0.000,0.000,0.001,0.020,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,15.749,0.020,0.020,5.000
30.010,51.000,1.699,338.505,255.482,0.000,0.000,0.001,0.008,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.884,0.008,0.008,5.000
30.010,52.000,1.733,338.718,255.644,0.000,0.000,0.001,0.008,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.884,0.008,0.008,5.000
30.010,53.000,1.766,338.565,255.507,0.000,0.000,0.001,0.008,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.884,0.008,0.008,5.000
30.010,54.000,1.799,338.612,255.620,0.000,0.000,0.001,0.008,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.884,0.008,0.008,5.000
30.010,55.000,1.833,339.092,255.791,0.000,0.000,0.001,0.008,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.884,0.008,0.008,5.000
30.010,56.000,1.866,339.106,255.748,0.000,0.000,0.001,0.008,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,5.884,0.008,0.008,5.000
30.010,57.000,1.899,339.149,255.794,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.740,0.006,0.006,5.000
30.010,58.000,1.933,339.291,255.779,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.740,0.006,0.006,5.000
30.010,59.000,1.966,339.419,255.781,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.740,0.006,0.006,5.000
30.010,60.000,1.999,339.740,255.736,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.740,0.006,0.006,5.000
30.010,61.000,2.033,339.781,255.737,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.740,0.006,0.006,5.000
30.010,62.000,2.066,339.871,255.858,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.740,0.006,0.006,5.000
30.010,63.000,2.099,340.226,255.917,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.641,0.007,0.007,5.000
30.000,64.000,2.133,340.306,256.077,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.641,0.007,0.007,5.000
30.000,65.000,2.167,340.363,255.898,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.641,0.007,0.007,5.000
30.000,66.000,2.200,340.288,256.229,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.641,0.007,0.007,5.000
30.000,67.000,2.233,340.414,256.093,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.641,0.007,0.007,5.000
30.000,68.000,2.267,340.623,256.095,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.641,0.007,0.007,5.000
30.000,69.000,2.300,340.947,256.506,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.973,0.002,0.002,5.000
30.000,70.000,2.333,341.000,256.475,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.973,0.002,0.002,5.000
30.000,71.000,2.367,341.054,256.642,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.973,0.002,0.002,5.000
30.000,72.000,2.400,341.135,256.325,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.973,0.002,0.002,5.000
30.000,73.000,2.433,341.463,256.149,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.973,0.002,0.002,5.000
30.000,74.000,2.467,341.989,256.346,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,6.973,0.002,0.002,5.000
30.000,75.000,2.500,341.878,256.505,0.000,0.000,0.001,0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.082,0.009,0.009,5.000
30.000,76.000,2.533,341.738,256.492,0.000,0.000,0.001,0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.082,0.009,0.009,5.000
30.000,77.000,2.567,342.038,256.661,0.000,0.000,0.001,0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.082,0.009,0.009,5.000
30.000,78.000,2.600,342.049,256.762,0.000,0.000,0.001,0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.082,0.009,0.009,5.000
30.000,79.000,2.633,342.053,256.637,0.000,0.000,0.001,0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.082,0.009,0.009,5.000
30.000,80.000,2.667,342.267,256.636,0.000,0.000,0.001,0.009,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,10.082,0.009,0.009,5.000
30.000,81.000,2.700,342.287,256.706,0.000,0.000,0.001,-0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.351,-0.000,-0.000,5.000
30.000,82.000,2.733,342.285,256.743,0.000,0.000,0.001,-0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.351,-0.000,-0.000,5.000
30.000,83.000,2.767,342.535,256.747,0.000,0.000,0.001,-0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.351,-0.000,-0.000,5.000
30.000,84.000,2.800,342.981,256.720,0.000,0.000,0.001,-0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.351,-0.000,-0.000,5.000
30.000,85.000,2.833,343.256,256.710,0.000,0.000,0.001,-0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.351,-0.000,-0.000,5.000
30.000,86.000,2.867,343.563,256.709,0.000,0.000,0.001,-0.000,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.351,-0.000,-0.000,5.000
30.000,87.000,2.900,343.785,256.812,0.000,0.000,0.001,0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.573,0.010,0.010,5.000
30.000,88.000,2.933,343.923,256.876,0.000,0.000,0.001,0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.573,0.010,0.010,5.000
30.000,89.000,2.967,343.850,257.021,0.000,0.000,0.001,0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.573,0.010,0.010,5.000
30.000,90.000,3.000,344.136,257.115,0.000,0.000,0.001,0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.573,0.010,0.010,5.000
30.000,91.000,3.033,344.176,257.107,0.000,0.000,0.001,0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.573,0.010,0.010,5.000
30.000,92.000,3.067,344.313,257.099,0.000,0.000,0.001,0.010,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,11.573,0.010,0.010,5.000
30.000,93.000,3.100,344.696,257.123,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.614,0.004,0.004,5.000
30.000,94.000,3.133,344.606,257.578,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.614,0.004,0.004,5.000
30.000,95.000,3.167,344.695,257.458,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.614,0.004,0.004,5.000
30.000,96.000,3.200,344.817,257.413,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.614,0.004,0.004,5.000
30.000,97.000,3.233,345.009,257.547,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.614,0.004,0.004,5.000
30.000,98.000,3.267,345.176,257.343,0.000,0.000,0.001,0.004,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.614,0.004,0.004,5.000
30.000,99.000,3.300,345.283,257.302,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.043,0.002,0.002,5.000
30.000,100.000,3.333,345.368,257.207,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.043,0.002,0.002,5.000
30.000,101.000,3.367,345.263,257.032,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.043,0.002,0.002,5.000
30.000,102.000,3.400,345.435,257.377,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.043,0.002,0.002,5.000
30.000,103.000,3.433,345.850,257.599,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.043,0.002,0.002,5.000
30.000,104.000,3.467,346.128,257.998,0.000,0.000,0.001,0.002,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,9.043,0.002,0.002,5.000
30.000,105.000,3.500,346.247,257.942,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.095,0.007,0.007,5.000
30.000,106.000,3.533,346.291,257.983,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.095,0.007,0.007,5.000
30.000,107.000,3.567,346.658,257.943,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.095,0.007,0.007,5.000
30.000,108.000,3.600,346.805,258.268,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.095,0.007,0.007,5.000
30.000,109.000,3.633,347.191,258.372,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.095,0.007,0.007,5.000
30.000,110.000,3.667,347.279,258.019,0.000,0.000,0.001,0.007,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,8.095,0.007,0.007,5.000
30.000,111.000,3.700,347.254,258.200,0.000,0.000,0.001,0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.860,0.003,0.003,5.000
30.000,112.000,3.733,347.255,258.262,0.000,0.000,0.001,0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.860,0.003,0.003,5.000
30.000,113.000,3.767,347.318,258.455,0.000,0.000,0.001,0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.860,0.003,0.003,5.000
30.000,114.000,3.800,347.574,258.498,0.000,0.000,0.001,0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.860,0.003,0.003,5.000
30.000,115.000,3.833,347.947,258.462,0.000,0.000,0.001,0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.860,0.003,0.003,5.000
30.000,116.000,3.867,348.034,258.578,0.000,0.000,0.001,0.003,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,14.860,0.003,0.003,5.000
30.000,117.000,3.900,348.412,258.707,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.307,0.006,0.006,5.000
30.000,118.000,3.933,348.502,258.679,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.307,0.006,0.006,5.000
30.000,119.000,3.967,348.512,258.577,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.307,0.006,0.006,5.000
30.000,120.000,4.000,348.768,258.518,0.000,0.000,0.001,0.006,7.785,18.000,0.000,614.000,469.000,5.000,0.000,0.000,0.000,0.100,0.000,0.000,0.900,0.000,2.000,7.307,0.006,0.006,5.000
